uid,group,join_dt,device,id,country,gender,uid,dt,device,spent
1005064,A,2023-01-29,A,1005064,BRA,M,,,,
1005065,A,2023-01-26,A,1005065,FRA,F,,,,
1005066,B,2023-01-25,A,1005066,AUS,F,,,,
1005067,B,2023-01-25,A,1005067,MEX,M,,,,
1005068,B,2023-01-30,A,1005068,CAN,F,,,,
1005069,A,2023-01-27,I,1005069,AUS,F,,,,
1005070,A,2023-02-03,I,1005070,USA,M,,,,
1005071,A,2023-02-04,I,1005071,DEU,M,,,,
1005072,A,2023-01-29,A,1005072,USA,F,,,,
1005073,B,2023-01-29,A,1005073,ESP,F,,,,
1005074,A,2023-02-02,A,1005074,BRA,M,,,,
1005075,A,2023-01-31,A,1005075,,O,,,,
1005076,B,2023-01-28,I,1005076,DEU,F,,,,
1005077,B,2023-01-26,A,1005077,USA,M,,,,
1005078,A,2023-01-30,A,1005078,FRA,M,,,,
1005079,B,2023-01-26,A,1005079,DEU,F,,,,
1005080,A,2023-01-27,A,1005080,BRA,M,1005080,2023-01-27,A,57.31
1005081,B,2023-01-25,A,1005081,DEU,F,,,,
1005082,A,2023-01-28,A,1005082,USA,M,,,,
1005083,A,2023-01-28,A,1005083,AUS,,,,,
1005084,A,2023-01-28,I,1005084,USA,M,1005084,2023-01-28,I,147.63
1005085,B,2023-01-29,A,1005085,TUR,M,,,,
1005086,A,2023-01-26,I,1005086,FRA,,,,,
1005087,A,2023-01-26,A,1005087,USA,M,,,,
1005088,A,2023-01-29,I,1005088,DEU,F,,,,
1005089,A,2023-01-28,I,1005089,USA,M,,,,
1005090,B,2023-01-30,I,1005090,BRA,F,,,,
1005091,A,2023-01-27,A,1005091,USA,F,,,,
1005092,B,2023-02-04,A,1005092,FRA,F,,,,
1005093,A,2023-01-26,I,1005093,MEX,,,,,
1005094,B,2023-01-25,A,1005094,DEU,M,,,,
1005095,A,2023-01-25,A,1005095,MEX,M,,,,
1005096,A,2023-01-29,I,1005096,BRA,M,,,,
1005097,B,2023-01-27,I,1005097,BRA,M,,,,
1005098,B,2023-02-02,A,1005098,USA,,,,,
1005099,B,2023-01-26,A,1005099,USA,M,,,,
1005100,B,2023-01-25,I,1005100,BRA,F,1005100,2023-01-25,I,71.97
1005101,B,2023-02-04,A,1005101,CAN,F,,,,
1005102,A,2023-01-26,I,1005102,TUR,F,,,,
1005103,B,2023-01-29,A,1005103,GBR,F,,,,
1005104,A,2023-01-28,A,1005104,BRA,F,,,,
1005105,A,2023-02-06,A,1005105,FRA,,,,,
1005106,B,2023-01-27,A,1005106,TUR,O,,,,
1005107,B,2023-01-28,A,1005107,FRA,M,,,,
1005108,B,2023-01-25,I,1005108,USA,M,,,,
1005109,B,2023-01-28,A,1005109,BRA,O,,,,
1005110,A,2023-01-27,A,1005110,DEU,F,,,,
1005111,B,2023-01-26,A,1005111,BRA,F,,,,
1005112,A,2023-01-26,A,1005112,BRA,M,,,,
1005113,B,2023-02-01,A,1005113,TUR,F,,,,
1005114,B,2023-01-25,A,1005114,BRA,M,,,,
1005115,B,2023-01-28,A,1005115,TUR,F,,,,
1005116,A,2023-01-26,A,1005116,GBR,,,,,
1005117,B,2023-01-26,A,1005117,CAN,M,,,,
1005118,A,2023-01-26,A,1005118,USA,F,,,,
1005119,B,2023-01-26,A,1005119,BRA,M,,,,
1005120,A,2023-01-26,A,1005120,BRA,F,,,,
1005121,A,2023-01-26,I,1005121,ESP,M,,,,
1005123,B,2023-01-25,A,1005123,DEU,,,,,
1005124,B,2023-01-29,I,1005124,MEX,F,,,,
1005125,B,2023-01-25,A,1005125,USA,M,,,,
1005126,A,2023-01-25,A,1005126,USA,M,,,,
1005127,A,2023-01-25,A,1005127,BRA,F,,,,
1005128,A,2023-01-27,I,1005128,DEU,M,,,,
1005129,A,2023-02-06,A,1005129,BRA,M,,,,
1005130,B,2023-01-25,A,1005130,FRA,F,,,,
1005131,B,2023-01-25,A,1005131,USA,,,,,
1005132,A,2023-02-04,A,1005132,AUS,M,,,,
1005133,B,2023-01-28,A,1005133,USA,F,,,,
1005134,A,2023-01-29,I,1005134,FRA,,,,,
1005135,A,2023-01-25,A,1005135,MEX,F,,,,
1005136,A,2023-01-26,I,1005136,BRA,M,,,,
1005137,B,2023-01-25,A,1005137,CAN,M,,,,
1005138,B,2023-01-29,A,1005138,GBR,F,,,,
1005139,B,2023-01-26,A,1005139,TUR,F,,,,
1005140,A,2023-01-26,A,1005140,USA,,,,,
1005141,B,2023-01-25,A,1005141,BRA,M,,,,
1005142,B,2023-01-25,I,1005142,MEX,M,,,,
1005143,A,2023-01-25,A,1005143,BRA,,,,,
1005144,A,2023-01-25,A,1005144,CAN,F,,,,
1005145,B,2023-02-03,I,1005145,TUR,,,,,
1005146,A,2023-01-27,A,1005146,USA,M,,,,
1005147,A,2023-01-27,I,1005147,USA,F,,,,
1005148,B,2023-01-27,I,1005148,FRA,M,,,,
1005149,A,2023-02-01,I,1005149,BRA,F,,,,
1005150,B,2023-01-25,I,1005150,USA,M,,,,
1005151,A,2023-01-30,A,1005151,FRA,F,,,,
1005152,B,2023-01-31,I,1005152,ESP,M,,,,
1005153,B,2023-01-29,A,1005153,BRA,M,,,,
1005154,B,2023-01-25,I,1005154,BRA,M,,,,
1005155,B,2023-01-28,I,1005155,USA,F,,,,
1005157,B,2023-02-04,A,1005157,CAN,,,,,
1005158,A,2023-01-26,A,1005158,BRA,F,,,,
1005159,B,2023-01-28,A,1005159,BRA,F,1005159,2023-01-28,A,60.23
1005160,A,2023-01-25,I,1005160,ESP,F,,,,
1005161,B,2023-01-28,A,1005161,BRA,O,,,,
1005162,B,2023-01-26,A,1005162,MEX,F,1005162,2023-01-27,A,74.95
1005163,B,2023-02-04,A,1005163,GBR,F,,,,
1005164,A,2023-02-05,A,1005164,MEX,M,,,,
1005165,B,2023-01-25,I,1005165,DEU,M,,,,
1005166,A,2023-01-27,A,1005166,TUR,F,,,,
1005167,B,2023-01-26,A,1005167,DEU,M,,,,
1005168,A,2023-01-31,A,1005168,USA,F,,,,
1005169,B,2023-02-03,A,1005169,USA,F,,,,
1005170,A,2023-01-26,I,1005170,USA,O,,,,
1005171,A,2023-01-27,I,1005171,USA,M,,,,
1005172,A,2023-01-28,I,1005172,USA,F,,,,
1005173,B,2023-01-28,A,1005173,DEU,M,,,,
1005174,B,2023-01-26,A,1005174,DEU,M,,,,
1005175,A,2023-02-03,A,1005175,FRA,F,,,,
1005176,B,2023-01-26,A,1005176,BRA,,,,,
1005177,A,2023-02-03,A,1005177,USA,M,,,,
1005178,A,2023-02-05,A,1005178,BRA,M,,,,
1005179,A,2023-01-31,,1005179,BRA,M,,,,
1005180,B,2023-01-25,I,1005180,BRA,M,,,,
1005181,B,2023-01-29,A,1005181,MEX,M,,,,
1005182,B,2023-01-25,I,1005182,USA,F,,,,
1005183,A,2023-01-29,A,1005183,,F,,,,
1005184,A,2023-01-25,A,1005184,BRA,M,,,,
1005185,A,2023-01-25,I,1005185,BRA,F,,,,
1005186,B,2023-01-27,I,1005186,TUR,M,,,,
1005187,A,2023-02-04,I,1005187,BRA,M,,,,
1005188,A,2023-01-27,A,1005188,AUS,M,,,,
1005189,A,2023-01-27,A,1005189,DEU,F,,,,
1005190,A,2023-02-06,A,1005190,BRA,,,,,
1005191,B,2023-01-25,A,1005191,USA,F,,,,
1005192,A,2023-01-25,A,1005192,USA,M,,,,
1005193,A,2023-01-25,A,1005193,USA,F,,,,
1005194,A,2023-01-29,I,1005194,ESP,O,,,,
1005195,B,2023-02-02,A,1005195,TUR,M,,,,
1005196,B,2023-01-27,I,1005196,USA,,,,,
1005197,A,2023-01-25,I,1005197,FRA,M,,,,
1005198,A,2023-02-06,I,1005198,CAN,F,,,,
1005199,A,2023-01-27,I,1005199,DEU,F,,,,
1005200,B,2023-01-29,A,1005200,TUR,,,,,
1005201,A,2023-02-01,I,1005201,BRA,M,,,,
1005202,A,2023-01-25,A,1005202,TUR,M,,,,
1005203,A,2023-02-02,I,1005203,DEU,,,,,
1005204,B,2023-02-06,I,1005204,MEX,F,1005204,2023-02-06,I,10.52
1005205,B,2023-01-27,I,1005205,BRA,M,,,,
1005206,B,2023-01-27,A,1005206,DEU,F,,,,
1005207,A,2023-01-26,A,1005207,TUR,F,,,,
1005208,A,2023-01-25,I,1005208,BRA,F,,,,
1005209,A,2023-01-31,A,1005209,USA,M,,,,
1005210,A,2023-02-05,A,1005210,MEX,,,,,
1005211,A,2023-01-26,A,1005211,USA,M,,,,
1005212,B,2023-01-25,I,1005212,BRA,M,,,,
1005214,B,2023-01-31,A,1005214,GBR,,,,,
1005215,A,2023-01-27,A,1005215,ESP,F,,,,
1005216,B,2023-01-27,I,1005216,USA,F,,,,
1005217,B,2023-01-26,I,1005217,DEU,M,,,,
1005218,B,2023-01-26,A,1005218,USA,F,,,,
1005219,B,2023-02-03,I,1005219,MEX,M,,,,
1005220,A,2023-01-25,A,1005220,MEX,M,,,,
1005221,B,2023-01-28,A,1005221,USA,M,,,,
1005222,B,2023-01-25,A,1005222,TUR,M,,,,
1005223,B,2023-01-26,A,1005223,USA,,,,,
1005224,A,2023-01-25,A,1005224,BRA,M,,,,
1005225,A,2023-01-25,A,1005225,ESP,F,,,,
1005226,A,2023-01-28,A,1005226,BRA,M,,,,
1005227,A,2023-01-26,A,1005227,USA,M,,,,
1005228,B,2023-02-05,I,1005228,MEX,M,,,,
1005229,A,2023-01-27,A,1005229,BRA,M,,,,
1005230,B,2023-02-03,A,1005230,USA,O,,,,
1005231,A,2023-01-29,I,1005231,USA,F,,,,
1005232,B,2023-01-31,A,1005232,ESP,F,,,,
1005233,B,2023-01-25,I,1005233,MEX,F,,,,
1005234,B,2023-02-03,A,1005234,USA,M,,,,
1005235,B,2023-02-01,A,1005235,BRA,M,,,,
1005236,B,2023-01-25,A,1005236,TUR,F,,,,
1005237,B,2023-02-05,A,1005237,DEU,M,,,,
1005238,B,2023-01-26,A,1005238,MEX,F,,,,
1005239,A,2023-02-01,A,1005239,BRA,M,,,,
1005240,B,2023-01-25,I,1005240,MEX,F,,,,
1005241,B,2023-01-26,A,1005241,USA,F,,,,
1005242,B,2023-01-26,A,1005242,BRA,,1005242,2023-02-01,A,5.148299097968055
1005242,B,2023-01-26,A,1005242,BRA,,1005242,2023-01-29,A,46.48
1005243,A,2023-01-30,A,1005243,FRA,F,,,,
1005244,A,2023-01-27,I,1005244,GBR,,,,,
1005245,B,2023-02-06,I,1005245,USA,M,,,,
1005246,B,2023-01-25,A,1005246,FRA,F,,,,
1005247,A,2023-01-26,A,1005247,USA,M,,,,
1005248,B,2023-02-03,I,1005248,DEU,M,1005248,2023-02-03,I,59.22
1005249,B,2023-01-25,A,1005249,BRA,,,,,
1005250,B,2023-01-26,A,1005250,MEX,F,,,,
1005251,A,2023-01-26,A,1005251,CAN,M,,,,
1005252,A,2023-01-29,A,1005252,USA,M,,,,
1005253,A,2023-01-27,I,1005253,USA,,,,,
1005254,B,2023-01-25,I,1005254,USA,,,,,
1005255,A,2023-01-30,A,1005255,BRA,M,,,,
1005256,B,2023-01-25,A,1005256,USA,,,,,
1005257,A,2023-01-25,I,1005257,USA,M,,,,
1005258,B,2023-01-31,I,1005258,BRA,M,,,,
1005259,B,2023-01-26,A,1005259,BRA,,,,,
1005260,B,2023-01-25,A,1005260,CAN,,,,,
1005261,A,2023-01-29,A,1005261,MEX,F,,,,
1005262,A,2023-01-25,A,1005262,USA,M,,,,
1005263,A,2023-01-29,I,1005263,MEX,F,,,,
1005264,B,2023-01-26,I,1005264,USA,M,,,,
1005265,B,2023-01-25,A,1005265,DEU,O,,,,
1005266,A,2023-01-30,A,1005266,TUR,,,,,
1005267,B,2023-01-26,A,1005267,BRA,M,,,,
1005268,A,2023-01-27,I,1005268,USA,F,,,,
1005269,B,2023-01-25,A,1005269,ESP,F,,,,
1005270,B,2023-01-28,I,1005270,AUS,M,,,,
1005271,A,2023-01-25,A,1005271,ESP,F,,,,
1005272,B,2023-01-25,I,1005272,USA,F,,,,
1005273,B,2023-01-26,A,1005273,BRA,F,,,,
1005274,A,2023-01-30,I,1005274,DEU,,,,,
1005275,A,2023-01-25,A,1005275,USA,F,,,,
1005276,B,2023-01-25,A,1005276,USA,F,,,,
1005277,B,2023-01-28,A,1005277,DEU,F,,,,
1005278,B,2023-02-03,A,1005278,MEX,M,,,,
1005279,B,2023-02-06,A,1005279,USA,M,,,,
1005280,A,2023-02-02,I,1005280,TUR,M,,,,
1005281,B,2023-01-27,I,1005281,USA,M,,,,
1005282,A,2023-01-31,A,1005282,FRA,F,,,,
1005283,A,2023-01-28,A,1005283,BRA,M,,,,
1005284,A,2023-01-25,I,1005284,USA,M,,,,
1005285,B,2023-01-26,A,1005285,USA,M,,,,
1005286,B,2023-01-27,I,1005286,GBR,F,1005286,2023-01-27,I,46.26
1005287,A,2023-02-02,A,1005287,DEU,F,,,,
1005288,A,2023-01-31,A,1005288,ESP,M,,,,
1005289,B,2023-02-03,A,1005289,MEX,,,,,
1005291,B,2023-01-26,I,1005291,USA,,,,,
1005292,A,2023-01-27,I,1005292,USA,M,,,,
1005293,A,2023-01-26,I,1005293,MEX,M,,,,
1005294,A,2023-01-25,A,1005294,DEU,F,1005294,2023-01-26,A,46.14
1005295,B,2023-02-02,A,1005295,USA,F,,,,
1005296,B,2023-01-29,A,1005296,BRA,F,,,,
1005297,A,2023-01-29,I,1005297,USA,,,,,
1005298,B,2023-01-26,I,1005298,MEX,O,,,,
1005299,B,2023-01-26,A,1005299,ESP,M,,,,
1005300,A,2023-01-26,A,1005300,BRA,F,,,,
1005301,B,2023-02-01,I,1005301,MEX,,,,,
1005302,B,2023-01-25,A,1005302,CAN,M,,,,
1005303,B,2023-01-27,A,1005303,USA,M,,,,
1005304,B,2023-02-02,A,1005304,TUR,,,,,
1005305,A,2023-01-27,I,1005305,USA,,,,,
1005306,B,2023-01-25,A,1005306,FRA,M,,,,
1005307,B,2023-02-02,A,1005307,BRA,,,,,
1005308,A,2023-02-06,I,1005308,BRA,M,,,,
1005309,A,2023-01-28,A,1005309,DEU,M,,,,
1005310,A,2023-01-28,A,1005310,,M,,,,
1005311,A,2023-01-25,I,1005311,ESP,F,,,,
1005312,B,2023-01-27,A,1005312,CAN,F,1005312,2023-01-27,A,85.32
1005313,A,2023-01-26,A,1005313,USA,M,,,,
1005314,A,2023-01-30,I,1005314,CAN,M,,,,
1005315,A,2023-01-25,A,1005315,FRA,F,,,,
1005316,A,2023-01-26,A,1005316,DEU,,,,,
1005317,B,2023-01-25,A,1005317,MEX,,,,,
1005318,A,2023-01-28,A,1005318,USA,F,,,,
1005319,A,2023-01-28,A,1005319,USA,M,,,,
1005320,A,2023-01-27,A,1005320,BRA,O,,,,
1005321,B,2023-01-25,I,1005321,FRA,F,,,,
1005322,A,2023-01-26,I,1005322,CAN,F,,,,
1005323,A,2023-02-04,A,1005323,USA,,,,,
1005324,A,2023-01-28,A,1005324,USA,F,,,,
1005325,A,2023-01-25,A,1005325,TUR,M,,,,
1005326,A,2023-01-27,A,1005326,,M,,,,
1005327,A,2023-02-06,A,1005327,USA,M,,,,
1005328,B,2023-01-25,A,1005328,TUR,M,,,,
1005329,A,2023-02-02,A,1005329,MEX,,,,,
1005330,A,2023-01-25,A,1005330,DEU,F,,,,
1005331,A,2023-01-31,A,1005331,USA,M,,,,
1005332,A,2023-01-29,A,1005332,USA,M,,,,
1005333,A,2023-01-25,I,1005333,TUR,M,,,,
1005334,A,2023-02-03,I,1005334,TUR,F,,,,
1005335,A,2023-01-30,A,1005335,FRA,M,,,,
1005336,A,2023-01-26,I,1005336,USA,,,,,
1005337,A,2023-01-27,I,1005337,USA,M,,,,
1005338,A,2023-01-25,A,1005338,USA,F,,,,
1005339,B,2023-01-25,I,1005339,BRA,M,,,,
1005340,B,2023-01-26,I,1005340,BRA,F,,,,
1005341,A,2023-01-25,I,1005341,USA,F,,,,
1005342,B,2023-01-29,I,1005342,USA,,,,,
1005343,B,2023-02-05,I,1005343,USA,F,,,,
1005344,B,2023-01-25,A,1005344,TUR,F,,,,
1005345,A,2023-01-27,I,1005345,USA,,,,,
1005346,B,2023-01-26,A,1005346,AUS,F,,,,
1005347,A,2023-01-27,A,1005347,DEU,F,,,,
1005348,A,2023-01-26,A,1005348,BRA,,,,,
1005349,A,2023-02-01,I,1005349,DEU,O,,,,
1005351,A,2023-01-26,A,1005351,BRA,M,,,,
1005352,A,2023-01-25,A,1005352,USA,M,,,,
1005353,B,2023-02-03,A,1005353,TUR,F,,,,
1005354,A,2023-01-27,A,1005354,TUR,,,,,
1005355,A,2023-01-25,A,1005355,FRA,F,,,,
1005356,A,2023-01-27,A,1005356,TUR,M,,,,
1005357,A,2023-01-29,A,1005357,USA,M,,,,
1005358,B,2023-01-25,A,1005358,TUR,F,,,,
1005359,A,2023-02-03,A,1005359,FRA,,,,,
1005360,A,2023-01-25,,1005360,BRA,M,,,,
1005361,B,2023-02-04,I,1005361,TUR,F,,,,
1005362,B,2023-02-05,A,1005362,DEU,M,,,,
1005363,B,2023-02-02,I,1005363,MEX,F,,,,
1005364,A,2023-01-28,I,1005364,USA,F,,,,
1005365,B,2023-01-25,I,1005365,TUR,M,,,,
1005366,B,2023-01-30,I,1005366,ESP,F,,,,
1005367,A,2023-02-01,A,1005367,BRA,M,,,,
1005368,B,2023-01-25,A,1005368,TUR,,,,,
1005369,A,2023-01-25,A,1005369,MEX,F,,,,
1005370,B,2023-01-27,A,1005370,ESP,,,,,
1005371,B,2023-01-31,A,1005371,DEU,,,,,
1005372,B,2023-01-31,A,1005372,BRA,F,,,,
1005373,A,2023-01-25,A,1005373,TUR,F,,,,
1005374,B,2023-02-03,A,1005374,BRA,M,,,,
1005375,B,2023-01-26,I,1005375,BRA,M,,,,
1005376,A,2023-01-28,A,1005376,ESP,F,,,,
1005377,B,2023-01-27,A,1005377,FRA,F,,,,
1005378,B,2023-01-26,A,1005378,DEU,O,,,,
1005379,B,2023-02-02,I,1005379,TUR,F,,,,
1005380,A,2023-01-25,A,1005380,DEU,M,,,,
1005381,B,2023-01-26,A,1005381,TUR,F,1005381,2023-01-28,A,5.944493784412268
1005381,B,2023-01-26,A,1005381,TUR,F,1005381,2023-01-26,A,17.35
1005382,B,2023-01-29,I,1005382,GBR,M,,,,
1005383,A,2023-01-25,A,1005383,USA,F,,,,
1005384,B,2023-02-01,I,1005384,USA,,,,,
1005385,B,2023-01-29,A,1005385,DEU,M,,,,
1005386,B,2023-02-01,A,1005386,FRA,F,,,,
1005387,A,2023-01-28,I,1005387,CAN,M,,,,
1005388,B,2023-02-04,A,1005388,BRA,M,,,,
1005390,B,2023-01-30,A,1005390,BRA,M,,,,
1005391,A,2023-01-31,A,1005391,BRA,F,1005391,2023-01-31,A,54.11
1005392,B,2023-01-28,A,1005392,DEU,M,,,,
1005393,A,2023-01-29,A,1005393,BRA,,,,,
1005394,B,2023-01-28,A,1005394,ESP,M,,,,
1005395,A,2023-01-31,I,1005395,USA,F,,,,
1005396,B,2023-01-29,I,1005396,BRA,M,,,,
1005397,A,2023-02-03,A,1005397,DEU,,,,,
1005398,A,2023-01-26,I,1005398,FRA,F,,,,
1005399,A,2023-01-25,,1005399,DEU,F,,,,
1005400,B,2023-02-02,I,1005400,USA,O,,,,
1005401,B,2023-01-25,I,1005401,BRA,,,,,
1005402,B,2023-01-27,A,1005402,GBR,F,,,,
1005403,A,2023-01-25,I,1005403,BRA,O,,,,
1005404,A,2023-01-25,A,1005404,TUR,M,,,,
1005405,B,2023-01-26,A,1005405,USA,M,,,,
1005406,A,2023-01-25,A,1005406,DEU,M,,,,
1005407,A,2023-01-29,A,1005407,BRA,M,,,,
1005408,B,2023-02-06,I,1005408,USA,,,,,
1005409,B,2023-01-28,I,1005409,DEU,F,,,,
1005410,B,2023-01-25,A,1005410,MEX,F,,,,
1005411,A,2023-01-27,A,1005411,BRA,F,,,,
1005412,B,2023-01-26,A,1005412,GBR,O,,,,
1005413,B,2023-01-27,I,1005413,DEU,,,,,
1005414,A,2023-01-31,A,1005414,BRA,F,,,,
1005415,B,2023-01-26,A,1005415,BRA,M,,,,
1005416,A,2023-01-26,A,1005416,DEU,M,,,,
1005417,B,2023-01-26,I,1005417,GBR,F,,,,
1005418,B,2023-01-25,A,1005418,USA,F,,,,
1005419,A,2023-01-26,A,1005419,BRA,M,,,,
1005420,A,2023-01-27,A,1005420,DEU,F,,,,
1005421,A,2023-01-28,A,1005421,USA,M,,,,
1005422,B,2023-02-03,A,1005422,BRA,F,,,,
1005423,A,2023-01-27,A,1005423,DEU,F,,,,
1005424,B,2023-01-25,A,1005424,BRA,,,,,
1005425,B,2023-01-25,A,1005425,CAN,F,,,,
1005426,B,2023-01-25,A,1005426,TUR,F,,,,
1005427,B,2023-01-28,A,1005427,TUR,,,,,
1005428,B,2023-01-26,I,1005428,TUR,F,,,,
1005429,A,2023-01-28,A,1005429,CAN,F,,,,
1005430,A,2023-02-06,I,1005430,USA,M,,,,
1005432,A,2023-01-30,A,1005432,BRA,F,1005432,2023-02-02,A,65.36
1005433,A,2023-01-25,A,1005433,USA,M,,,,
1005434,B,2023-01-26,I,1005434,MEX,M,,,,
1005435,A,2023-02-03,A,1005435,USA,F,,,,
1005436,B,2023-01-26,A,1005436,MEX,M,,,,
1005437,A,2023-01-27,A,1005437,USA,M,,,,
1005438,B,2023-01-27,A,1005438,GBR,M,,,,
1005439,B,2023-01-25,I,1005439,BRA,M,,,,
1005440,B,2023-02-02,A,1005440,DEU,F,,,,
1005441,A,2023-01-27,A,1005441,MEX,,,,,
1005442,A,2023-01-30,A,1005442,MEX,O,,,,
1005443,B,2023-01-29,A,1005443,USA,M,,,,
1005444,B,2023-01-29,A,1005444,AUS,F,,,,
1005445,B,2023-01-25,I,1005445,AUS,M,,,,
1005446,A,2023-01-26,I,1005446,USA,,,,,
1005447,A,2023-01-27,A,1005447,BRA,,,,,
1005448,A,2023-01-28,I,1005448,MEX,M,,,,
1005449,A,2023-02-06,I,1005449,FRA,M,,,,
1005450,B,2023-01-25,I,1005450,MEX,M,,,,
1005451,B,2023-02-04,A,1005451,DEU,M,,,,
1005452,A,2023-01-28,A,1005452,AUS,F,,,,
1005453,B,2023-01-25,A,1005453,TUR,F,,,,
1005454,B,2023-02-04,I,1005454,BRA,M,,,,
1005455,A,2023-01-25,A,1005455,USA,F,,,,
1005456,B,2023-01-25,A,1005456,MEX,F,,,,
1005457,B,2023-01-27,I,1005457,MEX,F,,,,
1005458,A,2023-01-28,A,1005458,USA,F,,,,
1005459,B,2023-01-29,A,1005459,USA,F,,,,
1005460,A,2023-01-25,A,1005460,ESP,F,,,,
1005461,B,2023-02-01,I,1005461,USA,M,,,,
1005462,B,2023-01-26,I,1005462,MEX,F,,,,
1005463,A,2023-01-25,A,1005463,BRA,M,,,,
1005464,A,2023-01-27,A,1005464,FRA,F,,,,
1005465,A,2023-01-25,A,1005465,USA,,,,,
1005466,B,2023-01-28,A,1005466,MEX,F,,,,
1005467,B,2023-02-01,A,1005467,BRA,F,,,,
1005468,A,2023-01-30,A,1005468,USA,M,,,,
1005469,B,2023-01-28,I,1005469,ESP,F,,,,
1005470,A,2023-01-26,A,1005470,MEX,M,,,,
1005471,A,2023-01-30,I,1005471,USA,M,,,,
1005472,B,2023-02-04,A,1005472,BRA,,,,,
1005473,A,2023-01-25,A,1005473,BRA,O,,,,
1005474,B,2023-02-01,A,1005474,USA,M,,,,
1005475,A,2023-01-30,A,1005475,USA,M,,,,
1005476,A,2023-01-31,A,1005476,BRA,M,,,,
1005477,B,2023-01-26,A,1005477,FRA,F,,,,
1005478,B,2023-01-30,A,1005478,TUR,M,,,,
1005479,A,2023-02-02,A,1005479,USA,F,,,,
1005480,B,2023-02-05,I,1005480,USA,F,,,,
1005481,A,2023-01-27,I,1005481,AUS,M,,,,
1005482,B,2023-02-02,I,1005482,CAN,F,,,,
1005483,A,2023-01-25,I,1005483,DEU,M,,,,
1005484,A,2023-01-28,A,1005484,MEX,F,,,,
1005485,B,2023-02-04,A,1005485,BRA,F,,,,
1005486,A,2023-01-27,A,1005486,TUR,M,,,,
1005487,B,2023-01-25,I,1005487,FRA,M,,,,
1005488,B,2023-01-26,A,1005488,ESP,M,,,,
1005489,B,2023-01-25,A,1005489,BRA,F,,,,
1005490,A,2023-01-27,I,1005490,ESP,,,,,
1005491,B,2023-02-06,I,1005491,BRA,F,,,,
1005492,B,2023-01-26,I,1005492,DEU,M,,,,
1005493,A,2023-01-31,I,1005493,BRA,O,,,,
1005494,A,2023-01-31,I,1005494,FRA,F,,,,
1005495,A,2023-02-04,I,1005495,MEX,,,,,
1005496,B,2023-02-04,A,1005496,ESP,F,,,,
1005497,A,2023-01-26,I,1005497,BRA,O,,,,
1005498,B,2023-01-31,A,1005498,AUS,,,,,
1005499,B,2023-01-28,A,1005499,USA,M,,,,
1005500,A,2023-02-04,I,1005500,FRA,O,,,,
1005501,A,2023-01-26,A,1005501,DEU,M,,,,
1005502,B,2023-02-06,A,1005502,TUR,M,,,,
1005503,B,2023-02-01,A,1005503,DEU,M,,,,
1005504,A,2023-01-30,I,1005504,MEX,F,,,,
1005505,B,2023-01-25,A,1005505,BRA,M,,,,
1005506,B,2023-01-26,A,1005506,USA,F,,,,
1005507,A,2023-02-03,A,1005507,BRA,M,,,,
1005508,B,2023-01-25,A,1005508,TUR,F,,,,
1005509,A,2023-01-28,I,1005509,BRA,M,,,,
1005510,A,2023-02-02,A,1005510,USA,F,,,,
1005511,A,2023-02-03,A,1005511,DEU,,,,,
1005512,A,2023-01-30,A,1005512,BRA,,,,,
1005513,A,2023-01-25,A,1005513,MEX,F,,,,
1005514,A,2023-01-27,A,1005514,BRA,,1005514,2023-01-27,A,50.81
1005515,B,2023-01-31,A,1005515,USA,M,,,,
1005516,A,2023-01-26,A,1005516,ESP,F,,,,
1005517,A,2023-01-27,I,1005517,FRA,M,,,,
1005518,A,2023-01-26,I,1005518,BRA,,,,,
1005519,A,2023-01-27,A,1005519,CAN,F,,,,
1005520,B,2023-01-29,A,1005520,USA,F,,,,
1005521,B,2023-01-28,A,1005521,TUR,M,,,,
1005522,A,2023-02-02,I,1005522,,M,,,,
1005523,B,2023-01-25,A,1005523,USA,M,,,,
1005524,A,2023-02-05,A,1005524,USA,F,,,,
1005525,A,2023-01-28,A,1005525,BRA,M,,,,
1005526,B,2023-01-29,A,1005526,BRA,M,,,,
1005527,B,2023-01-25,A,1005527,MEX,M,,,,
1005528,A,2023-01-30,I,1005528,BRA,F,,,,
1005529,A,2023-01-31,A,1005529,DEU,,,,,
1005530,A,2023-02-05,I,1005530,DEU,F,1005530,2023-02-05,I,35.57
1005531,B,2023-01-29,A,1005531,USA,M,,,,
1005532,B,2023-02-01,A,1005532,MEX,F,,,,
1005533,A,2023-02-02,A,1005533,BRA,,,,,
1005534,B,2023-02-03,I,1005534,CAN,,,,,
1005535,B,2023-01-25,I,1005535,USA,M,,,,
1005536,A,2023-01-25,A,1005536,USA,,,,,
1005537,B,2023-02-02,A,1005537,FRA,F,,,,
1005539,A,2023-01-25,A,1005539,USA,,,,,
1005540,A,2023-01-29,A,1005540,USA,,,,,
1005541,A,2023-01-27,I,1005541,BRA,M,,,,
1005542,B,2023-02-02,I,1005542,BRA,F,,,,
1005543,B,2023-01-26,A,1005543,USA,M,,,,
1005544,A,2023-01-27,I,1005544,USA,O,,,,
1005545,A,2023-01-30,I,1005545,USA,F,,,,
1005546,B,2023-02-02,A,1005546,BRA,M,,,,
1005547,B,2023-01-26,A,1005547,BRA,O,,,,
1005548,A,2023-01-31,A,1005548,USA,M,,,,
1005549,B,2023-01-25,I,1005549,TUR,M,,,,
1005550,A,2023-01-31,A,1005550,USA,F,,,,
